,Wavelength,V1,V2,Out
58,540,1.0,4.1020408163265305,-0.31632812500000007
59,540,1.0,4.489795918367347,-0.26735937500000007
60,540,1.0,4.877551020408163,0.36125
61,540,1.0,5.26530612244898,1.172734375
62,540,1.0,5.653061224489796,0.94375
63,540,1.0,6.040816326530612,0.122578125
64,540,1.0,6.428571428571429,-0.2455624999999999
65,540,1.0,6.816326530612245,-0.29725
66,540,1.0,7.204081632653061,-0.315796875
67,540,1.0,7.591836734693877,-0.32362500000000005
68,540,1.0,7.979591836734693,-0.3286875
69,540,1.0,8.36734693877551,-0.33134375000000005
70,540,1.0,8.755102040816325,-0.33410937499999993
71,540,1.0,9.142857142857142,-0.33571875000000007
72,540,1.0,9.53061224489796,-0.33687500000000004
73,540,1.0,9.918367346938775,-0.33765625
74,540,1.0,10.306122448979592,-0.338359375
75,540,1.0,10.693877551020408,-0.33873437500000003
76,540,1.0,11.081632653061224,-0.33899999999999997
77,540,1.0,11.46938775510204,-0.3391875
78,540,1.0,11.857142857142858,-0.3393593749999999
79,540,1.0,12.244897959183673,-0.33939062500000006
80,540,1.0,12.63265306122449,-0.339421875
81,540,1.0,13.020408163265305,-0.33953125000000006
82,540,1.0,13.408163265306122,-0.3394531249999999
83,540,1.0,13.795918367346939,-0.3394062499999999
84,540,1.0,14.183673469387754,-0.33901562500000004
85,540,1.0,14.571428571428571,-0.33901562500000004
86,540,1.0,14.959183673469386,-0.3388906250000001
87,540,1.0,15.346938775510203,-0.33878125000000003
88,540,1.0,15.73469387755102,-0.3385
89,540,1.0,16.122448979591837,-0.3385
90,540,1.0,16.51020408163265,-0.3382812500000001
91,540,1.0,16.89795918367347,-0.33815624999999994
92,540,1.0,17.285714285714285,-0.33784375
93,540,1.0,17.6734693877551,-0.33781250000000007
94,540,1.0,18.06122448979592,-0.33757812500000006
95,540,1.0,18.448979591836736,-0.337421875
96,540,1.0,18.83673469387755,-0.3371249999999999
97,540,1.0,19.224489795918366,-0.3371249999999999
98,540,1.0,19.612244897959183,-0.33690624999999996
99,540,1.0,20.0,-0.33671874999999996
100,540,1.0,1.0,-0.3074531250000001
101,540,1.3877551020408163,1.3877551020408163,-0.30351562499999996
102,540,1.7755102040816326,1.7755102040816326,-0.3033125000000001
103,540,2.163265306122449,2.163265306122449,-0.30237500000000006
104,540,2.5510204081632653,2.5510204081632653,-0.29896875
105,540,2.9387755102040813,2.9387755102040813,-0.1809218749999999
106,540,3.326530612244898,3.326530612244898,1.80021875
107,540,3.7142857142857144,3.7142857142857144,2.047984375
108,540,4.1020408163265305,4.1020408163265305,2.047984375
109,540,4.489795918367347,4.489795918367347,2.047984375
110,540,4.877551020408163,4.877551020408163,-0.33824999999999994
111,540,5.26530612244898,5.26530612244898,-0.3540000000000001
112,540,5.653061224489796,5.653061224489796,-0.3555625
113,540,6.040816326530612,6.040816326530612,-0.35462499999999997
114,540,6.428571428571429,6.428571428571429,-0.3511718749999999
115,540,6.816326530612245,6.816326530612245,-0.3388437500000001
116,540,7.204081632653061,7.204081632653061,-0.3440937500000001
117,540,7.591836734693877,7.591836734693877,-0.33896875000000004
118,540,7.979591836734693,7.979591836734693,-0.32276562499999994
119,540,8.36734693877551,8.36734693877551,-0.3149843750000001
120,540,8.755102040816325,8.755102040816325,0.07684375
121,540,9.142857142857142,9.142857142857142,-0.1383281249999999
122,540,9.53061224489796,9.53061224489796,1.87459375
123,540,9.918367346938775,9.918367346938775,2.047984375
124,540,10.306122448979592,10.306122448979592,2.047984375
125,540,10.693877551020408,10.693877551020408,2.047984375
126,540,11.081632653061224,11.081632653061224,2.047984375
127,540,11.46938775510204,11.46938775510204,2.047984375
128,540,11.857142857142858,11.857142857142858,2.047984375
129,540,12.244897959183673,12.244897959183673,2.047984375
130,540,12.63265306122449,12.63265306122449,2.047984375
131,540,13.020408163265305,13.020408163265305,2.047984375
132,540,13.408163265306122,13.408163265306122,2.047984375
133,540,13.795918367346939,13.795918367346939,2.047984375
134,540,14.183673469387754,14.183673469387754,2.047984375
135,540,14.571428571428571,14.571428571428571,2.047984375
136,540,14.959183673469386,14.959183673469386,2.047984375
137,540,15.346938775510203,15.346938775510203,2.047984375
138,540,15.73469387755102,15.73469387755102,2.047984375
139,540,16.122448979591837,16.122448979591837,2.047984375
140,540,16.51020408163265,16.51020408163265,2.047984375
141,540,16.89795918367347,16.89795918367347,2.047984375
142,540,17.285714285714285,17.285714285714285,2.047984375
143,540,17.6734693877551,17.6734693877551,2.047984375
144,540,18.06122448979592,18.06122448979592,2.047984375
145,540,18.448979591836736,18.448979591836736,2.047984375
146,540,18.83673469387755,18.83673469387755,2.047984375
147,540,19.224489795918366,19.224489795918366,2.047984375
148,540,19.612244897959183,19.612244897959183,2.047984375
149,540,20.0,20.0,2.047984375
150,540,1.0,20.0,2.047984375
151,540,1.3877551020408163,19.612244897959183,-0.336546875
152,540,1.7755102040816326,19.224489795918366,-0.3365625000000001
153,540,2.163265306122449,18.83673469387755,-0.33673437500000003
154,540,2.5510204081632653,18.448979591836736,-0.335703125
155,540,2.9387755102040813,18.06122448979592,-0.3338749999999999
156,540,3.326530612244898,17.6734693877551,2.047984375
157,540,3.7142857142857144,17.285714285714285,2.047984375
158,540,4.1020408163265305,16.89795918367347,2.047984375
159,540,4.489795918367347,16.51020408163265,2.047984375
160,540,4.877551020408163,16.122448979591837,2.047984375
161,540,5.26530612244898,15.73469387755102,-0.3564687500000001
162,540,5.653061224489796,15.346938775510203,-0.356171875
163,540,6.040816326530612,14.959183673469386,-0.3688125
164,540,6.428571428571429,14.571428571428571,-0.37053125
165,540,6.816326530612245,14.183673469387754,-0.36782812499999995
166,540,7.204081632653061,13.795918367346939,-0.3555312500000001
167,540,7.591836734693877,13.408163265306122,-0.35554687499999993
168,540,7.979591836734693,13.020408163265305,-0.33043749999999994
169,540,8.36734693877551,12.63265306122449,-0.32134375000000004
170,540,8.755102040816325,12.244897959183673,-0.2833125000000001
171,540,9.142857142857142,11.857142857142858,1.04965625
172,540,9.53061224489796,11.46938775510204,1.953515625
173,540,9.918367346938775,11.081632653061224,2.047984375
174,540,10.306122448979592,10.693877551020408,2.047984375
175,540,10.693877551020408,10.306122448979592,2.047984375
176,540,11.081632653061224,9.918367346938775,2.047984375
177,540,11.46938775510204,9.53061224489796,2.047984375
178,540,11.857142857142858,9.142857142857142,2.047984375
179,540,12.244897959183673,8.755102040816325,2.047984375
180,540,12.63265306122449,8.36734693877551,2.047984375
181,540,13.020408163265305,7.979591836734693,2.047984375
182,540,13.408163265306122,7.591836734693877,2.047984375
183,540,13.795918367346939,7.204081632653061,2.047984375
184,540,14.183673469387754,6.816326530612245,2.047984375
185,540,14.571428571428571,6.428571428571429,2.047984375
186,540,14.959183673469386,6.040816326530612,2.047984375
187,540,15.346938775510203,5.653061224489796,2.047984375
188,540,15.73469387755102,5.26530612244898,2.047984375
189,540,16.122448979591837,4.877551020408163,2.047984375
190,540,16.51020408163265,4.489795918367347,2.047984375
191,540,16.89795918367347,4.1020408163265305,2.047984375
192,540,17.285714285714285,3.7142857142857144,2.047984375
193,540,17.6734693877551,3.326530612244898,2.047984375
194,540,18.06122448979592,2.9387755102040813,2.047984375
195,540,18.448979591836736,2.5510204081632653,2.047984375
196,540,18.83673469387755,2.163265306122449,2.047984375
197,540,19.224489795918366,1.7755102040816326,2.047984375
198,540,19.612244897959183,1.3877551020408163,2.047984375
199,540,20.0,1.0,2.047984375
